Div,Date,HomeTeam,FTHG
E0,15/09/2018,Bournemouth,4
E0,15/09/2018,Chelsea,4
E0,15/09/2018,Huddersfield,0
E0,15/09/2018,Man City,3
E0,15/09/2018,Newcastle,1
E0,15/09/2018,Tottenham,1
E0,15/09/2018,Watford,1
E0,16/09/2018,Everton,1
E0,16/09/2018,Wolves,1
E0,17/09/2018,Southampton,2
E0,22/09/2018,Brighton,1
E0,22/09/2018,Burnley,4
E0,22/09/2018,Cardiff,0
E0,22/09/2018,Crystal Palace,0
E0,22/09/2018,Fulham,1
E0,22/09/2018,Leicester,3
E0,22/09/2018,Liverpool,3
E0,22/09/2018,Man United,1
E0,23/09/2018,Arsenal,2
E0,23/09/2018,West Ham,0
E0,29/09/2018,Arsenal,2
E0,29/09/2018,Chelsea,1
E0,29/09/2018,Everton,3
E0,29/09/2018,Huddersfield,0
E0,29/09/2018,Man City,2
E0,29/09/2018,Newcastle,0
E0,29/09/2018,West Ham,3
E0,29/09/2018,Wolves,2
E0,30/09/2018,Cardiff,1
E0,01/10/2018,Bournemouth,2
E0,05/10/2018,Brighton,1
E0,06/10/2018,Burnley,1
E0,06/10/2018,Crystal Palace,0
E0,06/10/2018,Leicester,1
E0,06/10/2018,Man United,3
E0,06/10/2018,Tottenham,1
E0,06/10/2018,Watford,0
E0,07/10/2018,Fulham,1
E0,07/10/2018,Liverpool,0
E0,07/10/2018,Southampton,0
E0,20/10/2018,Bournemouth,0
E0,20/10/2018,Cardiff,4
E0,20/10/2018,Chelsea,2
E0,20/10/2018,Huddersfield,0
E0,20/10/2018,Man City,5
E0,20/10/2018,Newcastle,0
E0,20/10/2018,West Ham,0
E0,20/10/2018,Wolves,0
E0,21/10/2018,Everton,2
E0,22/10/2018,Arsenal,3
E0,27/10/2018,Brighton,1
E0,27/10/2018,Fulham,0
E0,27/10/2018,Leicester,1
E0,27/10/2018,Liverpool,4
E0,27/10/2018,Southampton,0
E0,27/10/2018,Watford,3
E0,28/10/2018,Burnley,0
E0,28/10/2018,Crystal Palace,2
E0,28/10/2018,Man United,2
E0,29/10/2018,Tottenham,0
E0,03/11/2018,Arsenal,1
E0,03/11/2018,Bournemouth,1
E0,03/11/2018,Cardiff,0
E0,03/11/2018,Everton,3
E0,03/11/2018,Newcastle,1
E0,03/11/2018,West Ham,4
E0,03/11/2018,Wolves,2
E0,04/11/2018,Chelsea,3
E0,04/11/2018,Man City,6
E0,05/11/2018,Huddersfield,1
E0,10/11/2018,Cardiff,2
E0,10/11/2018,Crystal Palace,0
E0,10/11/2018,Huddersfield,1
E0,10/11/2018,Leicester,0
E0,10/11/2018,Newcastle,2
E0,10/11/2018,Southampton,1
E0,11/11/2018,Arsenal,1
E0,11/11/2018,Chelsea,0
E0,11/11/2018,Liverpool,2
E0,11/11/2018,Man City,3
E0,24/11/2018,Brighton,1
E0,24/11/2018,Everton,1
E0,24/11/2018,Fulham,3
E0,24/11/2018,Man United,0
E0,24/11/2018,Tottenham,3
E0,24/11/2018,Watford,0
E0,24/11/2018,West Ham,0
E0,25/11/2018,Bournemouth,1
E0,25/11/2018,Wolves,0
E0,26/11/2018,Burnley,1
E0,30/11/2018,Cardiff,2
E0,01/12/2018,Crystal Palace,2
E0,01/12/2018,Huddersfield,1
E0,01/12/2018,Leicester,2
E0,01/12/2018,Man City,3
E0,01/12/2018,Newcastle,0
E0,01/12/2018,Southampton,2
E0,02/12/2018,Arsenal,4
E0,02/12/2018,Chelsea,2
E0,02/12/2018,Liverpool,1
E0,04/12/2018,Bournemouth,2
E0,04/12/2018,Brighton,3
E0,04/12/2018,Watford,1
E0,04/12/2018,West Ham,3
E0,05/12/2018,Burnley,1
E0,05/12/2018,Everton,1
E0,05/12/2018,Fulham,1
E0,05/12/2018,Man United,2
E0,05/12/2018,Tottenham,3
E0,05/12/2018,Wolves,2
E0,08/12/2018,Arsenal,1
E0,08/12/2018,Bournemouth,0
E0,08/12/2018,Burnley,1
E0,08/12/2018,Cardiff,1
E0,08/12/2018,Chelsea,2
E0,08/12/2018,Leicester,0
E0,08/12/2018,Man United,4
E0,08/12/2018,West Ham,3
E0,09/12/2018,Newcastle,1
E0,10/12/2018,Everton,2
E0,15/12/2018,Crystal Palace,1
E0,15/12/2018,Fulham,0
E0,15/12/2018,Huddersfield,0
E0,15/12/2018,Man City,3
E0,15/12/2018,Tottenham,1
E0,15/12/2018,Watford,3
E0,15/12/2018,Wolves,2
E0,16/12/2018,Brighton,1
E0,16/12/2018,Liverpool,3
E0,16/12/2018,Southampton,3
E0,21/12/2018,Wolves,0
E0,22/12/2018,Arsenal,3
E0,22/12/2018,Bournemouth,2
E0,22/12/2018,Cardiff,1
E0,22/12/2018,Chelsea,0
E0,22/12/2018,Huddersfield,1
E0,22/12/2018,Man City,2
E0,22/12/2018,Newcastle,0
E0,22/12/2018,West Ham,0
E0,23/12/2018,Everton,2
E0,26/12/2018,Brighton,1
E0,26/12/2018,Burnley,1
E0,26/12/2018,Crystal Palace,0
E0,26/12/2018,Fulham,1
E0,26/12/2018,Leicester,2
E0,26/12/2018,Liverpool,4
E0,26/12/2018,Man United,3
E0,26/12/2018,Tottenham,5
E0,26/12/2018,Watford,1
E0,27/12/2018,Southampton,1
E0,29/12/2018,Brighton,1
E0,29/12/2018,Fulham,1
E0,29/12/2018,Leicester,0
E0,29/12/2018,Liverpool,5
E0,29/12/2018,Tottenham,1
E0,29/12/2018,Watford,1
E0,30/12/2018,Burnley,2
E0,30/12/2018,Crystal Palace,0
E0,30/12/2018,Man United,4
E0,30/12/2018,Southampton,1
E0,01/01/2019,Arsenal,4
E0,01/01/2019,Cardiff,0
E0,01/01/2019,Everton,0
E0,02/01/2019,Bournemouth,3
E0,02/01/2019,Chelsea,0
E0,02/01/2019,Huddersfield,1
E0,02/01/2019,Newcastle,0
E0,02/01/2019,West Ham,2
E0,02/01/2019,Wolves,0
E0,03/01/2019,Man City,2
E0,12/01/2019,Brighton,0
E0,12/01/2019,Burnley,2
E0,12/01/2019,Cardiff,0
E0,12/01/2019,Chelsea,2
E0,12/01/2019,Crystal Palace,1
E0,12/01/2019,Leicester,1
E0,12/01/2019,West Ham,1
E0,13/01/2019,Everton,2
E0,13/01/2019,Tottenham,0
E0,14/01/2019,Man City,3
E0,19/01/2019,Arsenal,2
E0,19/01/2019,Bournemouth,2
E0,19/01/2019,Liverpool,4
E0,19/01/2019,Man United,2
E0,19/01/2019,Newcastle,3
E0,19/01/2019,Southampton,2
E0,19/01/2019,Watford,0
E0,19/01/2019,Wolves,4
E0,20/01/2019,Fulham,1
E0,20/01/2019,Huddersfield,0
E0,29/01/2019,Arsenal,2
E0,29/01/2019,Fulham,4
E0,29/01/2019,Huddersfield,0
E0,29/01/2019,Man United,2
E0,29/01/2019,Newcastle,2
E0,29/01/2019,Wolves,3
E0,30/01/2019,Bournemouth,4
E0,30/01/2019,Liverpool,1
E0,30/01/2019,Southampton,1
E0,30/01/2019,Tottenham,2
E0,02/02/2019,Brighton,0
E0,02/02/2019,Burnley,1
E0,02/02/2019,Cardiff,2
E0,02/02/2019,Chelsea,5
E0,02/02/2019,Crystal Palace,2
E0,02/02/2019,Everton,1
E0,02/02/2019,Tottenham,1
E0,03/02/2019,Leicester,0
E0,03/02/2019,Man City,3
E0,04/02/2019,West Ham,1
E0,06/02/2019,Everton,0
E0,09/02/2019,Brighton,1
E0,09/02/2019,Crystal Palace,1
E0,09/02/2019,Fulham,0
E0,09/02/2019,Huddersfield,1
E0,09/02/2019,Liverpool,3
E0,09/02/2019,Southampton,1
E0,09/02/2019,Watford,1
E0,10/02/2019,Man City,6
E0,10/02/2019,Tottenham,3
E0,11/02/2019,Wolves,1
E0,22/02/2019,Cardiff,1
E0,22/02/2019,West Ham,3
E0,23/02/2019,Bournemouth,1
E0,23/02/2019,Burnley,2
E0,23/02/2019,Leicester,1
E0,23/02/2019,Newcastle,2
E0,24/02/2019,Arsenal,2
E0,24/02/2019,Man United,0
E0,26/02/2019,Cardiff,0
E0,26/02/2019,Huddersfield,1
E0,26/02/2019,Leicester,2
E0,26/02/2019,Newcastle,2
E0,27/02/2019,Arsenal,5
E0,27/02/2019,Chelsea,2
E0,27/02/2019,Crystal Palace,1
E0,27/02/2019,Liverpool,5
E0,27/02/2019,Man City,1
E0,27/02/2019,Southampton,2
E0,02/03/2019,Bournemouth,0
E0,02/03/2019,Brighton,1
E0,02/03/2019,Burnley,1
E0,02/03/2019,Man United,3
E0,02/03/2019,Tottenham,1
E0,02/03/2019,West Ham,2
E0,02/03/2019,Wolves,2
E0,03/03/2019,Everton,0
E0,03/03/2019,Fulham,1
E0,03/03/2019,Watford,2
E0,09/03/2019,Cardiff,2
E0,09/03/2019,Crystal Palace,1
E0,09/03/2019,Huddersfield,0
E0,09/03/2019,Leicester,3
E0,09/03/2019,Man City,3
E0,09/03/2019,Newcastle,3
E0,09/03/2019,Southampton,2
E0,10/03/2019,Arsenal,2
E0,10/03/2019,Chelsea,1
E0,10/03/2019,Liverpool,4
E0,16/03/2019,Bournemouth,2
E0,16/03/2019,Burnley,1
E0,16/03/2019,West Ham,4
E0,17/03/2019,Everton,2
E0,17/03/2019,Fulham,1
E0,30/03/2019,Brighton,0
E0,30/03/2019,Burnley,2
E0,30/03/2019,Crystal Palace,2
E0,30/03/2019,Fulham,0
E0,30/03/2019,Leicester,2
E0,30/03/2019,Man United,2
E0,30/03/2019,West Ham,0
E0,31/03/2019,Cardiff,1
E0,31/03/2019,Liverpool,2
E0,01/04/2019,Arsenal,2
E0,02/04/2019,Watford,4
E0,02/04/2019,Wolves,2
E0,03/04/2019,Chelsea,3
E0,03/04/2019,Man City,2
E0,03/04/2019,Tottenham,2
E0,05/04/2019,Southampton,1
E0,06/04/2019,Bournemouth,1
E0,06/04/2019,Huddersfield,1
E0,06/04/2019,Newcastle,0
E0,07/04/2019,Everton,1
E0,08/04/2019,Chelsea,2
E0,12/04/2019,Leicester,0
E0,13/04/2019,Brighton,0
E0,13/04/2019,Burnley,2
E0,13/04/2019,Fulham,2
E0,13/04/2019,Man United,2
E0,13/04/2019,Southampton,3
E0,13/04/2019,Tottenham,4
E0,14/04/2019,Crystal Palace,1
E0,14/04/2019,Liverpool,2
E0,15/04/2019,Watford,0
E0,16/04/2019,Brighton,0
E0,20/04/2019,Bournemouth,0
E0,20/04/2019,Huddersfield,1
E0,20/04/2019,Man City,1
E0,20/04/2019,Newcastle,3
E0,20/04/2019,West Ham,2
E0,20/04/2019,Wolves,0
E0,21/04/2019,Arsenal,2
E0,21/04/2019,Cardiff,0
E0,21/04/2019,Everton,4
E0,22/04/2019,Chelsea,2
E0,23/04/2019,Tottenham,1
E0,23/04/2019,Watford,1
E0,24/04/2019,Man United,0
E0,24/04/2019,Wolves,3
E0,26/04/2019,Liverpool,5
E0,27/04/2019,Brighton,1
E0,27/04/2019,Crystal Palace,0
E0,27/04/2019,Fulham,1
E0,27/04/2019,Southampton,3
E0,27/04/2019,Tottenham,0
E0,27/04/2019,Watford,1
E0,28/04/2019,Burnley,0
E0,28/04/2019,Leicester,3
E0,28/04/2019,Man United,1
E0,03/05/2019,Everton,2
E0,04/05/2019,Bournemouth,1
E0,04/05/2019,Cardiff,2
E0,04/05/2019,Newcastle,2
E0,04/05/2019,West Ham,3
E0,04/05/2019,Wolves,1
E0,05/05/2019,Arsenal,1
E0,05/05/2019,Chelsea,3
E0,05/05/2019,Huddersfield,1
E0,06/05/2019,Man City,1
E0,12/05/2019,Brighton,1
E0,12/05/2019,Burnley,1
E0,12/05/2019,Crystal Palace,5
E0,12/05/2019,Fulham,0
E0,12/05/2019,Leicester,0
E0,12/05/2019,Liverpool,2
E0,12/05/2019,Man United,0
E0,12/05/2019,Southampton,1
E0,12/05/2019,Tottenham,2
E0,12/05/2019,Watford,1
